"p_val","avg_logFC","pct.1","pct.2","p_val_adj","type","gene"
"TMEM1232",1.42677159860247e-08,0.415375342828407,0.464,0.287,0.000478268107567534,"CD4","TMEM123"
"LINC015502",1.58133674225536e-08,0.27949648823755,0.203,0.082,0.00053007988937142,"CD4","LINC01550"
"PPP2R5C4",1.78607921307953e-08,-0.427829919035321,0.342,0.5,0.000598711613016388,"CD4","PPP2R5C"
"ADRB21",2.0649950845136e-08,-0.488348738965926,0.059,0.219,0.000692207002279803,"CD4","ADRB2"
"GUK1",2.81896799569999e-08,-0.413082685912551,0.342,0.499,0.000944946261838593,"CD4","GUK1"
"SAMD31",3.29861878314164e-08,-0.501377646875626,0.135,0.306,0.00110573000229691,"CD4","SAMD3"
"PLAC83",3.98375642199805e-08,-0.552845675678948,0.387,0.53,0.00133539499021797,"CD4","PLAC8"
"PABPC12",4.19064100618622e-08,0.257346993766121,0.932,0.829,0.00140474477168368,"CD4","PABPC1"
"SEC61B",4.78233364266563e-08,-0.464907771284043,0.279,0.431,0.00160308606035795,"CD4","SEC61B"
"GAPDH",5.09866046605468e-08,-0.3115943960853,0.721,0.796,0.00170912197482619,"CD4","GAPDH"
"CHST121",5.2074836394404e-08,-0.504197143389825,0.18,0.344,0.00174560059077682,"CD4","CHST12"
"NAP1L11",5.60047750514225e-08,0.280053776412956,0.757,0.55,0.00187733606449874,"CD4","NAP1L1"
"APMAP3",5.86159261877604e-08,-0.517654426252482,0.126,0.283,0.00196486446173992,"CD4","APMAP"
"NDFIP1",6.15813960033634e-08,0.31072641398577,0.45,0.257,0.00206426997542874,"CD4","NDFIP1"
"PRDM11",6.65971150595203e-08,-0.490256736091853,0.108,0.274,0.00223240189391018,"CD4","PRDM1"
"CDC42EP31",7.57735849436832e-08,-0.485865601626096,0.09,0.246,0.0025400063408972,"CD4","CDC42EP3"
"CTSC1",1.02294362726633e-07,-0.511720516811178,0.176,0.333,0.00342900933295945,"CD4","CTSC"
"APOBEC3C1",1.09110842816122e-07,-0.567013457938142,0.158,0.313,0.00365750456203922,"CD4","APOBEC3C"
"ZBTB163",1.34244815821577e-07,-0.424000438729765,0.014,0.137,0.00450002047115509,"CD4","ZBTB16"
"SH3YL1",1.38089666129993e-07,0.262255762415627,0.162,0.063,0.0046289036983435,"CD4","SH3YL1"
"CDC421",1.65827177958003e-07,-0.373043542687931,0.608,0.685,0.00555869283233022,"CD4","CDC42"
"PPIA",1.81145729893929e-07,-0.301175674725968,0.77,0.802,0.00607218601177438,"CD4","PPIA"
"SPON25",2.26208303260139e-07,-0.812642836673772,0.153,0.296,0.0075827285335831,"CD4","SPON2"
"A2M-AS11",3.00712231043289e-07,-0.442950185650225,0.059,0.198,0.0100801746968021,"CD4","A2M-AS1"
"HSP90AA1",3.19306104886283e-07,-0.33697539503013,0.509,0.637,0.0107034599418931,"CD4","HSP90AA1"
"CD273",3.93303898374609e-07,0.290077038773007,0.446,0.27,0.0131839399774153,"CD4","CD27"
"PYHIN11",4.00637716820991e-07,-0.443663160958338,0.153,0.308,0.0134297769055564,"CD4","PYHIN1"
"IL2RB2",4.08050875384745e-07,-0.498089478047254,0.086,0.225,0.013678273393772,"CD4","IL2RB"
"PDIA31",4.3379648846552e-07,-0.420283058059006,0.293,0.427,0.0145412920898527,"CD4","PDIA3"
"PPP1CA1",4.35644662618875e-07,-0.397064727496534,0.36,0.501,0.0146032447356473,"CD4","PPP1CA"
"LDLRAP11",5.20962205157372e-07,0.307205176781484,0.234,0.114,0.0174631740790803,"CD4","LDLRAP1"
"ABI32",6.64245813094451e-07,-0.468823192471946,0.086,0.224,0.0222661839007391,"CD4","ABI3"
"FAM118A",6.67694133026361e-07,0.261930512398571,0.194,0.085,0.0223817750331766,"CD4","FAM118A"
"RNF2131",6.72565243720103e-07,-0.356213200695979,0.392,0.52,0.0225450595347416,"CD4","RNF213"
"PLEKHF11",6.82132313087184e-07,-0.48644590120568,0.045,0.169,0.0228657572669955,"CD4","PLEKHF1"
"HMGB1",7.48785328949114e-07,-0.260624453028797,0.68,0.757,0.0251000330117033,"CD4","HMGB1"
"ABHD17A1",7.54419098624671e-07,-0.435738619143803,0.086,0.225,0.0252888826049976,"CD4","ABHD17A"
"RHOC1",7.76177068081239e-07,-0.490010704209434,0.095,0.228,0.0260182314991512,"CD4","RHOC"
"GSTP12",9.19507065906805e-07,-0.412088876004086,0.248,0.397,0.030822796356262,"CD4","GSTP1"
"FCRL65",1.01286006838131e-06,-0.429190839775982,0.045,0.171,0.0339520823522099,"CD4","FCRL6"
"PSME1",1.0553320736257e-06,-0.258933476608155,0.64,0.738,0.0353757864400072,"CD4","PSME1"
"RAP1B2",1.10647126688345e-06,-0.41720425145281,0.428,0.528,0.0370900233372,"CD4","RAP1B"
"MYO1G2",1.11009269835982e-06,-0.432021360788181,0.171,0.309,0.0372114173417197,"CD4","MYO1G"
"EIF2S3",1.12415595301738e-06,0.273752171239586,0.473,0.284,0.0376828317010955,"CD4","EIF2S3"
"LY6E1",1.40814432489834e-06,-0.337131358078587,0.378,0.532,0.0472024059149171,"CD4","LY6E"
"SYTL32",1.47384941853004e-06,-0.442992108759166,0.054,0.179,0.0494049063585454,"CD4","SYTL3"
"ARPC5L1",1.49427336104293e-06,-0.452440123491302,0.122,0.257,0.0500895373355202,"CD4","ARPC5L"
"PTGDR1",1.49547021676005e-06,-0.396667674790362,0.023,0.135,0.0501296571360137,"CD4","PTGDR"
"PTGER2",1.56903277731182e-06,-0.413388350594664,0.108,0.249,0.0525955477282695,"CD4","PTGER2"
"SELT1",1.73814982963153e-06,-0.404823718341436,0.243,0.375,0.0582645204390787,"CD4","SELT"
"IKZF3",1.77583392617993e-06,-0.411334565643846,0.108,0.248,0.0595277290394774,"CD4","IKZF3"
"AKNA1",2.01722759298624e-06,-0.42224101551828,0.194,0.332,0.0676194861444919,"CD4","AKNA"
"PSMB9",2.03112777064475e-06,-0.33070937619743,0.545,0.62,0.0680854339997825,"CD4","PSMB9"
"YWHAQ",2.06631788684679e-06,-0.325185952824246,0.266,0.41,0.0692650418849913,"CD4","YWHAQ"
"C9orf142",2.60249681697285e-06,-0.357450551327924,0.257,0.39,0.087238295801747,"CD4","C9orf142"
"MBP5",2.70676367969399e-06,-0.49796233525364,0.207,0.33,0.0907334253070222,"CD4","MBP"
"EOMES",2.74410075492611e-06,-0.37371415201554,0.027,0.137,0.0919850014058782,"CD4","EOMES"
"MYBL11",2.9667346937054e-06,-0.396500768455809,0.05,0.169,0.0994479136676988,"CD4","MYBL1"
"PLA2G162",3.48250228685239e-06,-0.379782169034549,0.023,0.127,0.116736959157579,"CD4","PLA2G16"
"ARL4C",3.63500546701519e-06,-0.38799997993348,0.324,0.444,0.121849018259816,"CD4","ARL4C"
"TRG-AS12",3.93544555625556e-06,-0.436646482669238,0.072,0.191,0.131920070491243,"CD4","TRG-AS1"
"GNG21",4.09529185389959e-06,-0.43117957541769,0.135,0.261,0.137278278234568,"CD4","GNG2"
"TGFBR31",4.11751669107671e-06,-0.382878068849546,0.023,0.126,0.138023277001583,"CD4","TGFBR3"
"STARD3NL1",4.19021258385642e-06,-0.437642552214182,0.032,0.138,0.140460116023451,"CD4","STARD3NL"
"SNHG7",4.67173851674856e-06,0.275327259987118,0.212,0.104,0.156601346819928,"CD4","SNHG7"
"FAM49B2",4.78375899885786e-06,-0.368001220249493,0.369,0.497,0.160356385400714,"CD4","FAM49B"
"RUNX32",5.0065470404463e-06,-0.41220883362183,0.113,0.239,0.167824463342801,"CD4","RUNX3"
"TPM3",5.10823244449445e-06,-0.36046322379818,0.383,0.499,0.171233059771899,"CD4","TPM3"
"C1orf213",5.13799697348781e-06,-0.390197483932933,0.023,0.125,0.172230796548285,"CD4","C1orf21"
"PIM2",5.48386528687212e-06,0.261451264997057,0.275,0.146,0.18382464828124,"CD4","PIM2"
"MSN1",5.52298801612858e-06,-0.395529987186205,0.216,0.352,0.185136081288646,"CD4","MSN"
"TCEB21",5.56577053400434e-06,-0.340939205543753,0.486,0.554,0.18657019407036,"CD4","TCEB2"
"LCP11",5.83039830482543e-06,-0.37716847133275,0.333,0.458,0.195440781576053,"CD4","LCP1"
"VIM1",5.92816193771305e-06,0.30754876483915,0.703,0.552,0.198717916314079,"CD4","VIM"
"DBI2",6.32475193107846e-06,-0.390706078177033,0.306,0.427,0.212012009481681,"CD4","DBI"
"SYNE2",6.40694327554081e-06,-0.381343879146052,0.216,0.348,0.214767145539403,"CD4","SYNE2"
"RORA3",7.01656023956777e-06,-0.372467079511626,0.288,0.411,0.235202115790551,"CD4","RORA"
"ADGRG14",7.16912700740786e-06,-0.410093062023823,0.041,0.147,0.240316306415319,"CD4","ADGRG1"
"PTPRE1",8.32870520403054e-06,-0.379848113307784,0.05,0.162,0.279186527144308,"CD4","PTPRE"
"CD531",9.67770546086474e-06,-0.378599748945401,0.333,0.445,0.324406364753647,"CD4","CD53"
"XCL14",1.00079858507877e-05,-0.417027197442804,0.023,0.119,0.335477693704255,"CD4","XCL1"
"SLC4A106",1.23065422011879e-05,-0.361974732476437,0.023,0.118,0.412527601126018,"CD4","SLC4A10"
"PHACTR23",1.40968679723711e-05,-0.367742942007289,0.059,0.167,0.472541111301852,"CD4","PHACTR2"
"SLAMF71",1.47144307480011e-05,-0.327025732360109,0.014,0.103,0.493242433103746,"CD4","SLAMF7"
"BIN21",1.48208115329898e-05,-0.334329086271717,0.396,0.497,0.49680842339735,"CD4","BIN2"
"EIF3H1",1.53811418852606e-05,0.275862147895077,0.662,0.461,0.51559125713582,"CD4","EIF3H"
"INPP4B",1.60138223491595e-05,0.26313961437449,0.162,0.076,0.536799338966174,"CD4","INPP4B"
"FGR5",1.69451694271717e-05,-0.384338404342006,0.05,0.154,0.568019024368222,"CD4","FGR"
"GTF3A",1.70783643441601e-05,-0.316751699444633,0.374,0.483,0.572483851180591,"CD4","GTF3A"
"CISD31",2.16996380620135e-05,-0.387992380080915,0.072,0.177,0.727393567476755,"CD4","CISD3"
"CKLF",2.22820651568588e-05,-0.370836013203933,0.212,0.334,0.746917106123064,"CD4","CKLF"
"KLRC16",2.49649808338463e-05,-0.573329792088174,0.027,0.118,0.83685112253136,"CD4","KLRC1"
"LSP12",2.79214102964635e-05,-0.342124484960067,0.356,0.457,0.935953594547754,"CD4","LSP1"
"CD2473",2.79761894356242e-05,-0.436864851210997,0.351,0.443,0.937789846071557,"CD4","CD247"
"RAC21",2.95759323616001e-05,-0.315364552410467,0.554,0.629,0.991414828693199,"CD4","RAC2"
"ATP5I1",3.10187562241394e-05,-0.297975305558638,0.446,0.542,1,"CD4","ATP5I"
"IFNGR11",3.75581501306925e-05,-0.345773766469061,0.09,0.202,1,"CD4","IFNGR1"
"GPR1713",3.81219235370298e-05,-0.421014199439568,0.126,0.236,1,"CD4","GPR171"
"DOK24",3.95477704794953e-05,-0.382616883395873,0.185,0.295,1,"CD4","DOK2"
"CHCHD21",4.27954871356382e-05,-0.270835775331285,0.523,0.624,1,"CD4","CHCHD2"
"CX3CR14",4.41466012803355e-05,-0.440308708254926,0.077,0.18,1,"CD4","CX3CR1"
"HSP90B1",4.76443950453478e-05,-0.343089818856245,0.239,0.358,1,"CD4","HSP90B1"
"PTPN22",4.76893228997882e-05,-0.331995843648009,0.032,0.121,1,"CD4","PTPN22"
"POLR2L1",4.92265785409059e-05,-0.314326441662313,0.401,0.495,1,"CD4","POLR2L"
"ARPC4",5.25673972062153e-05,-0.36514414466645,0.261,0.362,1,"CD4","ARPC4"
"FCER1G6",5.27373795404885e-05,-0.789704260529558,0.086,0.184,1,"CD4","FCER1G"
"IQGAP13",6.45987926711545e-05,-0.364880686280721,0.09,0.195,1,"CD4","IQGAP1"
"STOM1",6.62262120717333e-05,-0.317606855723364,0.095,0.202,1,"CD4","STOM"
"ITGAL2",7.08356446780024e-05,-0.338336898925316,0.122,0.233,1,"CD4","ITGAL"
"CXXC51",7.65556873077207e-05,-0.314231459615471,0.023,0.105,1,"CD4","CXXC5"
"RAB29",8.56577381512258e-05,-0.3643634470925,0.095,0.196,1,"CD4","RAB29"
"NSG11",8.62312746243248e-05,-0.291898449072385,0.032,0.119,1,"CD4","NSG1"
"BSG1",8.7342570601854e-05,-0.347251306695553,0.167,0.274,1,"CD4","BSG"
"SRSF3",9.00705630663547e-05,-0.281602957225126,0.41,0.508,1,"CD4","SRSF3"
"TESPA1",9.46826191811169e-05,0.266412909892811,0.212,0.119,1,"CD4","TESPA1"
"UCP22",9.89609718807133e-05,-0.303769326694762,0.428,0.53,1,"CD4","UCP2"
"TSEN54",0.000100803844810062,-0.327489703148339,0.072,0.168,1,"CD4","TSEN54"
"BZW1",0.000104790368287811,-0.314024971034322,0.203,0.311,1,"CD4","BZW1"
"MT2A2",0.000109698714670179,-0.361176570249755,0.279,0.381,1,"CD4","MT2A"
"C12orf57",0.000117292381312465,0.258620163028447,0.486,0.346,1,"CD4","C12orf57"
"EVA1B1",0.000121977566325169,0.299109799239487,0.221,0.127,1,"CD4","EVA1B"
"HLA-F",0.000124463948643953,-0.328529054807829,0.288,0.393,1,"CD4","HLA-F"
"RBM391",0.000126258500905829,-0.300929612828599,0.441,0.515,1,"CD4","RBM39"
"STAT41",0.000130033224675314,-0.328837653688691,0.113,0.216,1,"CD4","STAT4"
"DNAJB9",0.000132645916107809,-0.29095464433557,0.059,0.151,1,"CD4","DNAJB9"
"CD741",0.000134375018322911,-0.319423955469158,0.365,0.464,1,"CD4","CD74"
"UQCR111",0.000141216480365193,-0.268354154936793,0.671,0.695,1,"CD4","UQCR11"
"SPN1",0.000147477468941248,-0.361751366426233,0.212,0.319,1,"CD4","SPN"
"MAPK11",0.000152763318253252,-0.352388446506825,0.081,0.178,1,"CD4","MAPK1"
"CCDC107",0.000177874999998413,-0.325904070045121,0.149,0.252,1,"CD4","CCDC107"
"RARRES31",0.000181668345656561,-0.283598339119126,0.523,0.595,1,"CD4","RARRES3"
"PSMA71",0.000182772569076097,-0.288726793543661,0.55,0.603,1,"CD4","PSMA7"
"COX8A1",0.000187759217933236,-0.27230396950371,0.315,0.415,1,"CD4","COX8A"
"P4HB1",0.000187768186209245,-0.347684110395614,0.216,0.314,1,"CD4","P4HB"
"IL2RG",0.000188288382811227,-0.266560233593178,0.423,0.519,1,"CD4","IL2RG"
"TBX214",0.000188778060061732,-0.35983238776128,0.05,0.132,1,"CD4","TBX21"
"LIMS1",0.000193275496747783,0.272870512925181,0.167,0.088,1,"CD4","LIMS1"
"CFLAR1",0.000209233327220313,-0.324562882554875,0.225,0.33,1,"CD4","CFLAR"
"PRELID11",0.000234668118999759,-0.310334000889679,0.266,0.36,1,"CD4","PRELID1"
"TSG1011",0.000236051612956124,-0.284673438927722,0.027,0.102,1,"CD4","TSG101"
"SH3GLB11",0.000249919718512289,-0.313378154233331,0.081,0.173,1,"CD4","SH3GLB1"
"IRF11",0.000251721372446859,-0.274042300708696,0.356,0.463,1,"CD4","IRF1"
"NDUFB21",0.000253442485684581,-0.299196655152594,0.387,0.477,1,"CD4","NDUFB2"
"GYG1",0.000255519795519355,-0.278192970748104,0.054,0.139,1,"CD4","GYG1"
"DEK",0.000260834626325992,-0.29701813474444,0.248,0.346,1,"CD4","DEK"
"NDUFB71",0.000270669844345727,-0.319277015269135,0.27,0.364,1,"CD4","NDUFB7"
"RASSF11",0.000275576798292596,-0.31170892072992,0.045,0.126,1,"CD4","RASSF1"
"LINC00987",0.000300528354438477,-0.260772930272794,0.036,0.115,1,"CD4","LINC00987"
"FYN",0.000309611352072615,-0.292859079597195,0.23,0.338,1,"CD4","FYN"
"IFITM13",0.00031910577608985,-0.258311924187331,0.554,0.613,1,"CD4","IFITM1"
"CYCS1",0.000324112370874797,-0.34791576018097,0.189,0.284,1,"CD4","CYCS"
"SRSF11",0.000324926889088638,-0.330619824687408,0.207,0.308,1,"CD4","SRSF11"
"CD1641",0.000340171022335914,-0.27913941503024,0.333,0.43,1,"CD4","CD164"
"ARF1",0.000341123540839866,-0.295808718408623,0.248,0.344,1,"CD4","ARF1"
"ANXA11",0.000349562264932954,-0.29915888657601,0.405,0.498,1,"CD4","ANXA1"
"TGFB11",0.000365444895414437,-0.292534770085956,0.162,0.267,1,"CD4","TGFB1"
"FLNA2",0.000383677693339691,-0.332662941181733,0.189,0.289,1,"CD4","FLNA"
"DNAJC11",0.000396613329573287,-0.308568249000795,0.086,0.175,1,"CD4","DNAJC1"
"FAM173A",0.000403538242955964,-0.291542884241801,0.059,0.141,1,"CD4","FAM173A"
"FKBP2",0.000407147554332349,-0.31703412435238,0.135,0.225,1,"CD4","FKBP2"
"TES1",0.000410168716400407,-0.308573216829476,0.153,0.248,1,"CD4","TES"
"PATL25",0.000416690513397495,-0.325539620895588,0.032,0.104,1,"CD4","PATL2"
"S100B3",0.000437455413706487,-0.679416366086475,0.072,0.152,1,"CD4","S100B"
"HLA-DPA13",0.00046781312816835,-0.274253933680491,0.068,0.157,1,"CD4","HLA-DPA1"
"AKAP132",0.00047393357572776,-0.293299011915627,0.252,0.359,1,"CD4","AKAP13"
"C5orf561",0.000487677319253187,-0.357176221157055,0.108,0.193,1,"CD4","C5orf56"
"PTPN41",0.000501892596339052,-0.302841630769901,0.234,0.327,1,"CD4","PTPN4"
"PPIB",0.000502799572428588,-0.250417861280504,0.446,0.529,1,"CD4","PPIB"
"CALR2",0.000504570943615418,-0.28231278575845,0.324,0.414,1,"CD4","CALR"
"TMED10",0.000508351169572469,-0.303002209949089,0.162,0.253,1,"CD4","TMED10"
"IL10RA",0.000519925055629305,-0.306886754833398,0.176,0.271,1,"CD4","IL10RA"
"ARHGAP30",0.000523222112361914,-0.327258523207213,0.23,0.32,1,"CD4","ARHGAP30"
"CH17-189H20.11",0.000576497313026714,-0.283615306470709,0.225,0.311,1,"CD4","CH17-189H20.1"
"COX17",0.000583673428428728,-0.332815911684813,0.153,0.245,1,"CD4","COX17"
"GBP5",0.000584906005389976,-0.31408492902956,0.09,0.175,1,"CD4","GBP5"
"FAM50A",0.000600491777172101,-0.281439026888436,0.045,0.121,1,"CD4","FAM50A"
"SH2D1A",0.000620869354922973,-0.331381690418659,0.167,0.255,1,"CD4","SH2D1A"
"ERN11",0.000622318699681639,-0.301285641813168,0.063,0.142,1,"CD4","ERN1"
"AHNAK1",0.000657592954715781,-0.313361228912453,0.185,0.275,1,"CD4","AHNAK"
"SNRPB1",0.000671386455498949,-0.280340367661782,0.243,0.339,1,"CD4","SNRPB"
"ARL6IP1",0.000708538899522855,-0.307955547603986,0.257,0.342,1,"CD4","ARL6IP1"
"TMED2",0.000738703987044277,-0.280706984224295,0.279,0.364,1,"CD4","TMED2"
"SRSF9",0.000748615363259305,-0.315773394146432,0.153,0.239,1,"CD4","SRSF9"
"CASP4",0.000754452819419229,-0.283863678950885,0.248,0.339,1,"CD4","CASP4"
"ATM",0.00076966209679315,-0.25363035609382,0.351,0.444,1,"CD4","ATM"
"STXBP2",0.000795263348228726,-0.291096378621239,0.059,0.133,1,"CD4","STXBP2"
"SUN22",0.000825061538663817,-0.296655922001213,0.18,0.271,1,"CD4","SUN2"
"MIB2",0.000869589755979247,-0.256748207820631,0.054,0.13,1,"CD4","MIB2"
"IQGAP2",0.000882534083473407,-0.25955836237088,0.059,0.138,1,"CD4","IQGAP2"
"TLN11",0.00091989353072846,-0.277529333694712,0.126,0.217,1,"CD4","TLN1"
"TMCO1",0.000993712901537411,-0.293119753359876,0.194,0.283,1,"CD4","TMCO1"
"PHPT1",0.00106438745585989,-0.267035387802875,0.113,0.201,1,"CD4","PHPT1"
"OSTF11",0.00113292001021302,-0.310626143568614,0.243,0.329,1,"CD4","OSTF1"
"PRSS232",0.00113435408989036,-0.341784696036588,0.05,0.12,1,"CD4","PRSS23"
"IDS1",0.00113610783091642,-0.337657928750285,0.113,0.191,1,"CD4","IDS"
"INPP4A",0.00115990036275318,-0.267943654946343,0.059,0.133,1,"CD4","INPP4A"
"SLC20A1",0.00116037803653034,-0.269247597131338,0.059,0.132,1,"CD4","SLC20A1"
"APOL2",0.00118299248010253,-0.276311339681013,0.036,0.101,1,"CD4","APOL2"
"RAB27A1",0.00119907480038556,-0.26575488977481,0.104,0.186,1,"CD4","RAB27A"
"COMMD8",0.00121952320390028,-0.283761780915639,0.072,0.147,1,"CD4","COMMD8"
"G6PD1",0.00122881376459518,-0.276181895980885,0.054,0.123,1,"CD4","G6PD"
"HNRNPM",0.00125012867629453,-0.283168268715038,0.329,0.405,1,"CD4","HNRNPM"
"GNPTAB1",0.00126576624101845,-0.309380147765349,0.086,0.161,1,"CD4","GNPTAB"
"CDKN2D",0.00129426336655621,-0.285348734943638,0.077,0.152,1,"CD4","CDKN2D"
"HLA-DPB15",0.00135711508299758,-0.30338271104429,0.167,0.257,1,"CD4","HLA-DPB1"
"PRPF38B",0.00141051638383104,-0.290412225259296,0.297,0.379,1,"CD4","PRPF38B"
"STK101",0.00141277206219881,-0.29260337816529,0.144,0.227,1,"CD4","STK10"
"JAK12",0.00146045145212225,-0.289776037653309,0.383,0.451,1,"CD4","JAK1"
"TAPBP1",0.00157907165799582,-0.287319029704655,0.23,0.309,1,"CD4","TAPBP"
"TERF2IP",0.0015881697513227,-0.282260825586395,0.225,0.306,1,"CD4","TERF2IP"
"CTDSP1",0.00161684373145394,-0.272839373195576,0.099,0.176,1,"CD4","CTDSP1"
"ZAP701",0.0016666552487769,-0.31385932785867,0.189,0.267,1,"CD4","ZAP70"
"IDI11",0.00169113151237509,-0.323336882880324,0.099,0.174,1,"CD4","IDI1"
"GLRX1",0.00173386661972944,-0.267192404950172,0.257,0.338,1,"CD4","GLRX"
"NDUFA3",0.00181046455375396,-0.253245882106028,0.419,0.454,1,"CD4","NDUFA3"
"HSPA5",0.00181084640433489,-0.32159853623317,0.104,0.179,1,"CD4","HSPA5"
"SRRM2",0.00208932392675378,-0.281579319643188,0.261,0.332,1,"CD4","SRRM2"
"NPRL2",0.00216207697324654,-0.258056812628789,0.05,0.115,1,"CD4","NPRL2"
"POMP1",0.00224789537491035,-0.256329117279277,0.27,0.346,1,"CD4","POMP"
"SNX5",0.00225650125752978,-0.252532035909803,0.059,0.126,1,"CD4","SNX5"
"DNAJC3",0.00232384525185258,-0.292545849471846,0.09,0.16,1,"CD4","DNAJC3"
"CASP1",0.00237670403771709,-0.279410162957145,0.185,0.262,1,"CD4","CASP1"
"GOLGA71",0.0024537710952505,-0.291097696454179,0.113,0.186,1,"CD4","GOLGA7"
"ICAM3",0.00248297297543442,-0.258776773688628,0.383,0.433,1,"CD4","ICAM3"
"CDK2AP2",0.00252757422622231,-0.304262791879779,0.153,0.229,1,"CD4","CDK2AP2"
"CD69",0.00263888307468779,-0.252975710264151,0.198,0.279,1,"CD4","CD69"
"POLR2F",0.00272460675896842,-0.280157453564547,0.131,0.207,1,"CD4","POLR2F"
"AGTRAP1",0.00282803478161599,-0.255809504269082,0.05,0.114,1,"CD4","AGTRAP"
"SASH31",0.00285771400315902,-0.299850198262535,0.108,0.181,1,"CD4","SASH3"
"VIMP",0.00294377759461185,-0.258597989880944,0.135,0.215,1,"CD4","VIMP"
"CEP782",0.00295900428521264,-0.260301589665365,0.054,0.118,1,"CD4","CEP78"
"IFI161",0.00296694630716193,-0.281566851331028,0.243,0.314,1,"CD4","IFI16"
"LYST1",0.00297821989792865,-0.258546442516196,0.05,0.112,1,"CD4","LYST"
"UTRN1",0.00298729900250105,-0.277487897444375,0.113,0.186,1,"CD4","UTRN"
"SYNE12",0.00299987411446439,-0.301387910550683,0.144,0.218,1,"CD4","SYNE1"
"SDF2L1",0.00302231540080237,-0.265898550901165,0.126,0.201,1,"CD4","SDF2L1"
"HMGN3",0.00325093062312325,-0.271978065118926,0.243,0.31,1,"CD4","HMGN3"
"ZNF22",0.00334493288821742,-0.265120113456695,0.113,0.184,1,"CD4","ZNF22"
"CCDC85B",0.00342630889434449,-0.272671010891289,0.243,0.311,1,"CD4","CCDC85B"
"DRAP11",0.00352883423765252,-0.258798778677775,0.279,0.35,1,"CD4","DRAP1"
"MTPN1",0.0036387140020883,-0.297052655926004,0.117,0.186,1,"CD4","MTPN"
"SCP21",0.00369369972519811,-0.256650544459763,0.234,0.303,1,"CD4","SCP2"
"SYNRG",0.00378091785314295,-0.254893595180766,0.126,0.198,1,"CD4","SYNRG"
"TNFRSF1A",0.00412429095438975,-0.254950536686507,0.086,0.151,1,"CD4","TNFRSF1A"
"PDCD4",0.00416136280175659,-0.269375798552853,0.266,0.335,1,"CD4","PDCD4"
"CLEC2B1",0.00422023689923641,-0.263092329011328,0.234,0.31,1,"CD4","CLEC2B"
"PET100",0.00433504856722468,-0.253794833093374,0.261,0.326,1,"CD4","PET100"
"WDR83OS",0.00437556118431267,-0.260840786313307,0.27,0.335,1,"CD4","WDR83OS"
"COPE",0.00440391905303072,-0.260333110074627,0.279,0.337,1,"CD4","COPE"
"DDIT41",0.00445572806914894,-0.343539299896822,0.248,0.312,1,"CD4","DDIT4"
"DGKZ",0.00467029978869838,-0.252872640281207,0.113,0.181,1,"CD4","DGKZ"
"SSR3",0.00520684318234042,-0.252088826103465,0.117,0.188,1,"CD4","SSR3"
"PTP4A2",0.00536869566182709,-0.275272572135232,0.324,0.374,1,"CD4","PTP4A2"
"WIPF1",0.00539045304514774,-0.283494903109594,0.284,0.342,1,"CD4","WIPF1"
"TPM41",0.00571670449471459,-0.259018047328514,0.068,0.128,1,"CD4","TPM4"
"CD471",0.00576934923655132,-0.272904564267339,0.324,0.389,1,"CD4","CD47"
"CTSD2",0.00620579866579246,-0.262834879453854,0.144,0.215,1,"CD4","CTSD"
"TAP1",0.00625512557346525,-0.274915385346871,0.216,0.284,1,"CD4","TAP1"
"IRF3",0.00648703976261271,-0.270240062134958,0.162,0.225,1,"CD4","IRF3"
"CARD161",0.00653300608789262,-0.261522874958501,0.239,0.303,1,"CD4","CARD16"
"LGALS15",0.00687378393280434,-0.261185700369191,0.203,0.281,1,"CD4","LGALS1"
"PRKCB3",0.00693126254267511,-0.30366274304073,0.14,0.2,1,"CD4","PRKCB"
"DYNLT1",0.00698689973028246,-0.253867930872574,0.14,0.208,1,"CD4","DYNLT1"
"CCL35",0.00707896938378768,-0.436867820830847,0.05,0.102,1,"CD4","CCL3"
"GLIPR1",0.00739314587876972,-0.269775531936537,0.126,0.191,1,"CD4","GLIPR1"
"HNRNPU1",0.00826455617537702,-0.252262838017952,0.221,0.283,1,"CD4","HNRNPU"
"SLC9A3R12",0.00908890352323883,-0.27509036501583,0.248,0.307,1,"CD4","SLC9A3R1"
"PTPN62",0.00968711889031952,-0.263861781329809,0.162,0.227,1,"CD4","PTPN6"
"LINC008691",0.0114361473111805,-0.272518723705134,0.122,0.178,1,"CD4","LINC00869"
"DENND2D1",0.0152860541704347,-0.253813489240326,0.288,0.337,1,"CD4","DENND2D"
"ODF2L2",0.0233320931706165,-0.25033426655556,0.234,0.283,1,"CD4","ODF2L"
"B4GALT1",0.0317864261413966,-0.265806817909769,0.216,0.259,1,"CD4","B4GALT1"
"CD8B4",4.4999597783523e-98,1.22575643322222,0.677,0.154,1.50843151730147e-93,"CD8","CD8B"
"KLRB16",1.5009603183817e-83,-1.48339609125969,0.632,0.912,5.03136908324729e-79,"CD8","KLRB1"
"RP11-291B21.2",2.17069947859542e-55,0.698003056152417,0.271,0.03,7.27640172219969e-51,"CD8","RP11-291B21.2"
"CD8A4",2.79320266770354e-41,0.745762575976238,0.529,0.178,9.36309466240905e-37,"CD8","CD8A"
"AIF11",2.75080626476454e-39,0.599026187537623,0.245,0.039,9.22097768011721e-35,"CD8","AIF1"
"CPA5",2.84162097064103e-31,0.35839587421802,0.113,0.006,9.52539765568578e-27,"CD8","CPA5"
